,name,grantee,centerType,phone,address,city,state_x,zip,0,1,state_y,county
326,Wilson Head Start,"Big Five Community Services, Inc.
1502 N 1st Ave
Durant, OK 74701-2814
(580)924-5331
",Head Start,(580) 668-2306,1860 Hewitt Rd,Wilson,OK,73463-1882,73463,1882,OK,Carter County
327,Healdton Bullpups,"Big Five Community Services, Inc.
1502 N 1st Ave
Durant, OK 74701-2814
(580)924-5331
",Head Start,(580) 224-1899,457 Carter St,Healdton,OK,73438-2846,73438,2846,OK,Carter County
328,SOSU,"Big Five Community Services, Inc.
1502 N 1st Ave
Durant, OK 74701-2814
(580)924-5331
",Head Start,(580) 924-5043,1335 N 6th Ave,Durant,OK,74701-3339,74701,3339,OK,Bryan County
329,Achille Head Start,"Big Five Community Services, Inc.
1502 N 1st Ave
Durant, OK 74701-2814
(580)924-5331
",Head Start,(580) 283-3022,201 N 5th Ave,Achille,OK,74720,74720,,OK,Bryan County
330,Stonewall Head Start,"Big Five Community Services, Inc.
1502 N 1st Ave
Durant, OK 74701-2814
(580)924-5331
",Head Start,(580) 777-2221,26050 County Rd 3590,Fittstown,OK,74842,74842,,OK,Pontotoc County
331,Tupelo Head Start,"Big Five Community Services, Inc.
1502 N 1st Ave
Durant, OK 74701-2814
(580)924-5331
",Head Start,(580) 845-2887,310 High School Rd,Tupelo,OK,74572,74572,,OK,Coal County
332,Marietta Head Start,"Big Five Community Services, Inc.
1502 N 1st Ave
Durant, OK 74701-2814
(580)924-5331
",Head Start,(580) 276-4192,910 W Main St,Marietta,OK,73448-2207,73448,2207,OK,Love County
333,Roff Head Start,"Big Five Community Services, Inc.
1502 N 1st Ave
Durant, OK 74701-2814
(580)924-5331
",Head Start,(580) 332-8976,21880 County Rd 3499,Fitzhugh,OK,74843,74843,,OK,Pontotoc County
334,Marietta Day Care,"Big Five Community Services, Inc.
1502 N 1st Ave
Durant, OK 74701-2814
(580)924-5331
",Head Start,(580) 276-2474,800 S Highway 77,Marietta,OK,73448-4208,73448,4208,OK,Love County
335,Will Rogers,"Big Five Community Services, Inc.
1502 N 1st Ave
Durant, OK 74701-2814
(580)924-5331
",Head Start,(580) 223-2482,11 Monroe St NW,Ardmore,OK,73401-2027,73401,2027,OK,Carter County
336,Coalgate Head Start,"Big Five Community Services, Inc.
1502 N 1st Ave
Durant, OK 74701-2814
(580)924-5331
",Head Start,(580) 927-3699,111 W Fox Ave,Coalgate,OK,74538-1816,74538,1816,OK,Coal County
337,Jackie Watson Center,"Big Five Community Services, Inc.
1502 N 1st Ave
Durant, OK 74701-2814
(580)924-5331
",Head Start,(580) 924-7404,3725 W Arkansas St,Durant,OK,74701-4511,74701,4511,OK,Bryan County
338,Latta Kids Zone,"Big Five Community Services, Inc.
1502 N 1st Ave
Durant, OK 74701-2814
(580)924-5331
",Head Start,(580) 332-3035,13924 County Road 1560,Ada,OK,74820-0804,74820,0804,OK,Pontotoc County
339,Zaneis Head Start,"Big Five Community Services, Inc.
1502 N 1st Ave
Durant, OK 74701-2814
(580)924-5331
",Head Start,(580) 668-2737,30515 US Highway 70,Wilson,OK,73463-7311,73463,7311,OK,Carter County
340,Colbert Head Start,"Big Five Community Services, Inc.
1502 N 1st Ave
Durant, OK 74701-2814
(580)924-5331
",Head Start,(580) 296-2738,407 N Maupin Rd,Colbert,OK,74733-1609,74733,1609,OK,Bryan County
341,Silo Head Start,"Big Five Community Services, Inc.
1502 N 1st Ave
Durant, OK 74701-2814
(580)924-5331
",Head Start,(580) 924-5299,86 Texas St,Durant,OK,74701-8612,74701,8612,OK,Bryan County
342,Robert E. Lee,"Big Five Community Services, Inc.
1502 N 1st Ave
Durant, OK 74701-2814
(580)924-5331
",Head Start,(580) 924-3628,824 W Louisiana St,Durant,OK,74701-6100,74701,6100,OK,Bryan County
343,Education Engine HS/EHS,"Crossroads Youth & Family Services, Inc.
Crossroads Early Head Start
1333 West Main Street
Norman, OK 73069-6864
(405)292-6440 - 340
",Early Head Start,(580) 248-0474,"2402 SW E Ave
Education Engine",Lawton,OK,73505-7332,73505,7332,OK,Comanche County
344,CSBI  HS/EHS,"Crossroads Youth & Family Services, Inc.
Crossroads Head Start
1333 West Main Street
Norman, OK 73069-6864
(405)292-6440 - 340
",Head Start,(405) 701-2141,1111 E Main St,Norman,OK,73071-5331,73071,5331,OK,Cleveland County
345,Learning Tree HS/EHS - Shawnee,"Crossroads Youth & Family Services, Inc.
Crossroads Head Start
1333 West Main Street
Norman, OK 73069-6864
(405)292-6440 - 340
",Head Start,(405) 214-4446,1528 N McKinley Ave,Shawnee,OK,74801-5207,74801,5207,OK,Pottawatomie County
346,Main Street Head Start,"Crossroads Youth & Family Services, Inc.
Crossroads Early Head Start
1333 West Main Street
Norman, OK 73069-6864
(405)292-6440 - 340
",Early Head Start,(405) 292-6440,1333 W Main St,Norman,OK,73069-6864,73069,6864,OK,Cleveland County
347,Moore HS/EHS,"Crossroads Youth & Family Services, Inc.
Crossroads Head Start
1333 West Main Street
Norman, OK 73069-6864
(405)292-6440 - 340
",Head Start,(405) 912-9993,312 N Janeway Ave,Moore,OK,73160-3918,73160,3918,OK,Cleveland County
348,Summit Ridge Early Head Start,"Crossroads Youth & Family Services, Inc.
Crossroads Head Start
1333 West Main Street
Norman, OK 73069-6864
(405)292-6440 - 340
",Head Start,(580) 354-9199,501 NE Flower Mound Rd,Lawton,OK,73507-7230,73507,7230,OK,Comanche County
349,Wilson Head Start,"Southwest Oklahoma Community Action Group, Inc.
905 N Willard St
Altus, OK 73521-3204
(580)482-5040
",Head Start,(580) 480-1155,"905 N Willard St
PO Box 1088",Altus,OK,73521-3204,73521,3204,OK,Jackson County
350,June Bailey Head Start,"Southwest Oklahoma Community Action Group, Inc.
905 N Willard St
Altus, OK 73521-3204
(580)482-5040
",Head Start,(580) 477-7739,"201 S Lee St
PO Box 1088",Altus,OK,73521-4221,73521,4221,OK,Jackson County
351,Altus Child Development/Lincoln Head Start,"Southwest Oklahoma Community Action Group, Inc.
905 N Willard St
Altus, OK 73521-3204
(580)482-5040
",Head Start,(580) 482-3080,"900 S Carver Rd
PO Box 1088",Altus,OK,73521-4602,73521,4602,OK,Jackson County
352,Elk City Head Start,"Southwest Oklahoma Community Action Group, Inc.
905 N Willard St
Altus, OK 73521-3204
(580)482-5040
",Head Start,(580) 225-4103,"PO Box 381
1700/2 W 8th",Elk City,OK,73648-0381,73648,0381,OK,Beckham County
353,Hollis Head Start,"Southwest Oklahoma Community Action Group, Inc.
905 N Willard St
Altus, OK 73521-3204
(580)482-5040
",Head Start,(580) 688-9177,"902 E Vivian St
PO Box #129",Hollis,OK,73550-2634,73550,2634,OK,Harmon County
354,Mangum Head Start,"Southwest Oklahoma Community Action Group, Inc.
905 N Willard St
Altus, OK 73521-3204
(580)482-5040
",Head Start,(580) 782-3712,"571 E Lincoln St
PO Box #65",Mangum,OK,73554-4407,73554,4407,OK,Greer County
355,Altus Child Development/Lincoln Head Start,"SOUTHWEST OK COMMUNITY ACTION GROUP, INC
905 N Willard St
Altus, OK 73521-3204
(580)482-5040
",Early Head Start,(580) 482-3080,"900 S Carver Rd
PO Box 1088",Altus,OK,73521-4602,73521,4602,OK,Jackson County
356,Hollis Head Start,"SOUTHWEST OK COMMUNITY ACTION GROUP, INC
905 N Willard St
Altus, OK 73521-3204
(580)482-5040
",Early Head Start,(580) 688-9177,"902 E Vivian St
PO Box #129",Hollis,OK,73550-2634,73550,2634,OK,Harmon County
357,Elk City Head Start,"SOUTHWEST OK COMMUNITY ACTION GROUP, INC
905 N Willard St
Altus, OK 73521-3204
(580)482-5040
",Early Head Start,(580) 225-4101,"PO Box 381
1700/2 W 8th",Elk City,OK,73648-0381,73648,0381,OK,Beckham County
358,June Bailey Head Start,"SOUTHWEST OK COMMUNITY ACTION GROUP, INC
905 N Willard St
Altus, OK 73521-3204
(580)482-5040
",Early Head Start,(580) 482-1919,"201 S Lee St
PO Box 1088",Altus,OK,73521-4221,73521,4221,OK,Jackson County
359,Mangum Head Start,"SOUTHWEST OK COMMUNITY ACTION GROUP, INC
905 N Willard St
Altus, OK 73521-3204
(580)482-5040
",Early Head Start,(580) 782-3712,"571 E Lincoln St
PO Box #65",Mangum,OK,73554-4407,73554,4407,OK,Greer County
360,Wilson Head Start,"SOUTHWEST OK COMMUNITY ACTION GROUP, INC
905 N Willard St
Altus, OK 73521-3204
(580)482-5040
",Early Head Start,(580) 480-1155,"905 N Willard St
PO Box 1088",Altus,OK,73521-3204,73521,3204,OK,Jackson County
361,Chandler Head Start,"Wewoka Public Schools Co-op Head Start
220 S Wewoka Ave
Wewoka, OK 74884-2640
(405)257-2321
",Head Start,(405) 240-5097,401 S Iowa Ave,Chandler,OK,74834-2473,74834,2473,OK,Lincoln County
362,Agra Pre-K Head Start,"Wewoka Public Schools Co-op Head Start
220 S Wewoka Ave
Wewoka, OK 74884-2640
(405)257-2321
",Head Start,(918) 375-2856,"PO Box 279
421 N. Cleveland",Agra,OK,74824-0279,74824,0279,OK,Lincoln County
363,Stroud Head Start,"Wewoka Public Schools Co-op Head Start
220 S Wewoka Ave
Wewoka, OK 74884-2640
(405)257-2321
",Head Start,(918) 968-1443,823 S 3rd Ave,Stroud,OK,74079-5217,74079,5217,OK,Lincoln County
364,Seminole Head Start,"Wewoka Public Schools Co-op Head Start
220 S Wewoka Ave
Wewoka, OK 74884-2640
(405)257-2321
",Head Start,(405) 382-4800,200 W Seminole Ave,Seminole,OK,74868-3334,74868,3334,OK,Seminole County
365,Wewoka Head Start,"Wewoka Public Schools Co-op Head Start
220 S Wewoka Ave
Wewoka, OK 74884-2640
(405)257-2321
",Head Start,(405) 257-9911,"PO Box 870
1121 S Okfuskee",Wewoka,OK,74884-0870,74884,0870,OK,Seminole County
366,Prague Head Start,"Wewoka Public Schools Co-op Head Start
220 S Wewoka Ave
Wewoka, OK 74884-2640
(405)257-2321
",Head Start,(405) 567-1421,"3502 Nbu
1319 Westlawn",Prague,OK,74864-2031,74864,2031,OK,Lincoln County
367,Bowlegs Head Start,"Wewoka Public Schools Co-op Head Start
220 S Wewoka Ave
Wewoka, OK 74884-2640
(405)257-2321
",Head Start,(405) 398-4172,100 Bison Drive,Bowlegs,OK,74830,74830,,OK,Seminole County
368,Davenport Head Start,"Wewoka Public Schools Co-op Head Start
220 S Wewoka Ave
Wewoka, OK 74884-2640
(405)257-2321
",Head Start,(918) 377-2277,417 Broadway,Davenport,OK,74026,74026,,OK,Lincoln County
369,Choctaw Nation Child Development-Coalgate,"CHOCTAW NATION OF OKLAHOMA EDUCATION DEPARTMENT
1802 Chukka Hina
Durant, OK 74701-7117
(580)924-8280 - 2437
",Early Head Start,(580) 927-2118,214 S Veterans Dr,Coalgate,OK,74538-2664,74538,2664,OK,Coal County
370,Choctaw Nation Child Development-Durant,"CHOCTAW NATION OF OKLAHOMA EDUCATION DEPARTMENT
1802 Chukka Hina
Durant, OK 74701-7117
(580)924-8280 - 2437
",Early Head Start,(580) 920-1801,2752 Big Lots Rd,Durant,OK,74701-2299,74701,2299,OK,Bryan County
371,Choctaw Nation Expansion,"CHOCTAW NATION OF OKLAHOMA EDUCATION DEPARTMENT
1802 Chukka Hina
Durant, OK 74701-7117
(580)924-8280 - 2437
",Early Head Start,(580) 924-8280,816 W Evergreen St,Durant,OK,74701-4752,74701,4752,OK,Bryan County
372,Purcell Pre-K collaboration,"DELTA COMMUNITY ACTION
308 SW 2nd Street
Lindsay, OK 73052-5404
(405)756-1100
",Head Start,(405) 527-2146,809 N 9th Ave,Purcell,OK,73080-2029,73080,2029,OK,McClain County
373,Dibble Head Start,"DELTA COMMUNITY ACTION
308 SW 2nd Street
Lindsay, OK 73052-5404
(405)756-1100
",Head Start,(405) 344-7295,100 Main Street,Dibble,OK,73031,73031,,OK,McClain County
374,Marlow Head Start/Chatterbox Child Care,"DELTA COMMUNITY ACTION
308 SW 2nd Street
Lindsay, OK 73052-5404
(405)756-1100
",Head Start,(580) 658-1000,503 E Main St,Marlow,OK,73055-3602,73055,3602,OK,Stephens County
375,Chickasha Head Start,"WASHITA VALLEY COMMUNITY ACTION COUNCIL, INC
1000 W Minnesota Ave
Chickasha, OK 73018-3254
(405)224-5831 - 115
",Early Head Start,(405) 222-0172,1000 W Minnesota Ave,Chickasha,OK,73018-3254,73018,3254,OK,Grady County
376,NACT Head Start  Campus 97,"NATIVE AMERICAN COALITION OF TULSA
4935 S Union Ave
Tulsa, OK 74107-7839
(918)446-7939
",Early Head Start,(918) 514-4327,5550 S Highway 97,Sand Springs,OK,74063-3711,74063,3711,OK,Tulsa County
377,Ponca City Early Head Start,"United Community Action Program, Inc.
501 6th St
Pawnee, OK 74058-2542
(918)762-2561 - 164
",Early Head Start,(580) 765-1173,427 S Ash St,Ponca City,OK,74601-5902,74601,5902,OK,Kay County
378,Santa Fe South Charter,"CMTY ACTION AGCY OF OK CY & CTY & OK/CANADIAN CTYS INC
319 SW 25th St
Oklahoma City, OK 73109-5921
(405)232-0199 - 4103
",Head Start,(405) 601-0597,2222 SW 44th St,Oklahoma City,OK,73119-3526,73119,3526,OK,Oklahoma County
379,Carney Head Start,"Wewoka Public Schools Co-op Head Start
220 S Wewoka Ave
Wewoka, OK 74884-2640
(405)257-2321
",Head Start,(405) 865-2344,"PO Box 240
204 S. Carney St.",Carney,OK,74832-0240,74832,0240,OK,Lincoln County
380,Butner Head Start,"Wewoka Public Schools Co-op Head Start
220 S Wewoka Ave
Wewoka, OK 74884-2640
(405)257-2321
",Head Start,(405) 944-5526,"PO Box 157
Hwy 56 and Yahola",Cromwell,OK,74837-0157,74837,0157,OK,Seminole County
381,Sasakwa Head Start,"Wewoka Public Schools Co-op Head Start
220 S Wewoka Ave
Wewoka, OK 74884-2640
(405)257-2321
",Head Start,(405) 941-3250,106 Olive St,Sasakwa,OK,74867-6757,74867,6757,OK,Seminole County
382,Adventure Time Learning Center,"Big Five Community Services, Inc.
1502 N. 1st
Durant, OK 74701-2814
(580)924-5331
",Early Head Start,(580) 227-3400,720 Cedar Springs Rd,Fairview,OK,73737-9519,73737,9519,OK,Major County
383,MCALESTER - WASHINGTON,"KI BOIS COMMUNITY ACTION FOUNDATION, INC
200 SE A St
Stigler, OK 74462-2418
(918)967-3325
",Head Start,(918) 423-0265,700 S 6th St,McAlester,OK,74501-6617,74501,6617,OK,Pittsburg County
384,Ada Early Childhood Center,"Big Five Community Services, Inc.
1502 N 1st Ave
Durant, OK 74701-2814
(580)924-5331
",Head Start,(580) 332-8233,630 W 33rd St,Ada,OK,74820-8621,74820,8621,OK,Pontotoc County
385,Otoe-Missouria Tribal Head Start,"OTOE-MISSOURIA TRIBAL COUNCIL
8151 Highway 177
Red Rock, OK 74651-0348
(580)723-4466 - 226
",American Indian and Alaska Native Head Start,(580) 723-4466,8151 Highway 177,Red Rock,OK,74651-0348,74651,0348,OK,Noble County
386,Tishomingo Head Start,"The Chickasaw Nation Head Start
300 Rosedale Road
Ada, OK 74820-
(580)421-7711
",American Indian and Alaska Native Head Start,(580) 371-3216,803 E 6th St,Tishomingo,OK,73460-1800,73460,1800,OK,Johnston County
387,Sulphur Head Start Center,"The Chickasaw Nation Head Start
300 Rosedale Road
Ada, OK 74820-
(580)421-7711
",American Indian and Alaska Native Head Start,(580) 622-6200,1201 W 9th St,Sulphur,OK,73086-3639,73086,3639,OK,Murray County
388,Ardmore Head Start Center,"The Chickasaw Nation Head Start
300 Rosedale Road
Ada, OK 74820-
(580)421-7711
",American Indian and Alaska Native Head Start,(580) 223-6276,825 Locust St,Ardmore,OK,73401-1317,73401,1317,OK,Carter County
389,Hennessey Head Start,"Big Five Community Services, Inc.
1502 N. 1st
Durant, OK 74701-2814
(580)924-5331
",Head Start,(405) 853-4664,520 Cherokee,Hennessey,OK,73742,73742,,OK,Kingfisher County
390,Medford Early Head Start,"Big Five Community Services, Inc.
1502 N. 1st
Durant, OK 74701-2814
(580)924-5331
",Head Start,(580) 395-3327,407 N 2nd St,Medford,OK,73759-1106,73759,1106,OK,Grant County
391,Hennessey Early Head Start,"Big Five Community Services, Inc.
1502 N. 1st
Durant, OK 74701-2814
(580)924-5331
",Head Start,(405) 853-4453,520 S Cherokee St,Hennessey,OK,73742-1827,73742,1827,OK,Kingfisher County
392,Enid Park Place,"Big Five Community Services, Inc.
1502 N. 1st
Durant, OK 74701-2814
(580)924-5331
",Head Start,(580) 234-5656,306 W Park Ave,Enid,OK,73701-5644,73701,5644,OK,Garfield County
393,Hennessey Public School (Collaboration),"Big Five Community Services, Inc.
1502 N. 1st
Durant, OK 74701-2814
(580)924-5331
",Head Start,,707 E Oklahoma St,Hennessey,OK,73742-1646,73742,1646,OK,Kingfisher County
394,Briarglen,"Community Action Project of Tulsa County, Inc.
4606 S Garnett Rd Ste 100
Tulsa, OK 74146-5216
(918)382-3200
",Early Head Start,(918) 938-6600,3303 S 121st East Ave,Tulsa,OK,74146-2227,74146,2227,OK,Tulsa County
395,Rosa Parks ECEC,"Community Action Project of Tulsa County, Inc.
4606 S Garnett Rd Ste 100
Tulsa, OK 74146-5216
(918)382-3200
",Early Head Start,(918) 286-0660,13804 E 46th Pl,Tulsa,OK,74134-5983,74134,5983,OK,Tulsa County
396,Delaware Child Development,"Delaware Tribe of Indians
5110 Tuxedo Blvd
Bartlesville, OK 74006-2838
(918)766-5775
",Early Head Start,(918) 977-3600,5110 Tuxedo Blvd,Bartlesville,OK,74006-2838,74006,2838,OK,Washington County
397,Gans Head Start,"KI BOIS COMMUNITY ACTION FOUNDATION, INC
200 SE A St
Stigler, OK 74462-2418
(918)967-3325
",Head Start,(918) 235-0801,Hwy 141 S,Gans,OK,74936,74936,,OK,Sequoyah County
398,Roland Head Start,"KI BOIS COMMUNITY ACTION FOUNDATION, INC
200 SE A St
Stigler, OK 74462-2418
(918)967-3325
",Head Start,(918) 427-1500,300 Ranger Blvd,Roland,OK,74954-4040,74954,4040,OK,Sequoyah County
399,Sallisaw Head Start,"KI BOIS COMMUNITY ACTION FOUNDATION, INC
200 SE A St
Stigler, OK 74462-2418
(918)967-3325
",Head Start,(918) 775-4000,603 E Choctaw Ave,Sallisaw,OK,74955-4817,74955,4817,OK,Sequoyah County
400,Tahlequah South Head Start,"KI BOIS COMMUNITY ACTION FOUNDATION, INC
200 SE A St
Stigler, OK 74462-2418
(918)967-3325
",Head Start,(918) 456-8900,1400 Hensley Dr,Tahlequah,OK,74464-5221,74464,5221,OK,Cherokee County
401,Tenkiller Head Start,"KI BOIS COMMUNITY ACTION FOUNDATION, INC
200 SE A St
Stigler, OK 74462-2418
(918)967-3325
",Head Start,(918) 457-5700,26106 E 863 Rd,Welling,OK,74471-2273,74471,2273,OK,Cherokee County
402,Checotah Head Start,"KI BOIS COMMUNITY ACTION FOUNDATION, INC
200 SE A St
Stigler, OK 74462-2418
(918)967-3325
",Head Start,(918) 473-5272,214 SE 2nd St,Checotah,OK,74426-4004,74426,4004,OK,McIntosh County
403,Keys Head Start,"KI BOIS COMMUNITY ACTION FOUNDATION, INC
200 SE A St
Stigler, OK 74462-2418
(918)967-3325
",Head Start,(918) 575-1084,19061 E 840 Rd,Park Hill,OK,74451-4105,74451,4105,OK,Cherokee County
404,Vian Head Start,"KI BOIS COMMUNITY ACTION FOUNDATION, INC
200 SE A St
Stigler, OK 74462-2418
(918)967-3325
",Head Start,(918) 773-5449,100 Victory Lane,Vian,OK,74962,74962,,OK,Sequoyah County
405,Liberty Head Start,"KI BOIS COMMUNITY ACTION FOUNDATION, INC
200 SE A St
Stigler, OK 74462-2418
(918)967-3325
",Head Start,(918) 427-5980,476490 E 1060 Rd,Muldrow,OK,74948-5159,74948,5159,OK,Sequoyah County
406,Briggs Head Start,"KI BOIS COMMUNITY ACTION FOUNDATION, INC
200 SE A St
Stigler, OK 74462-2418
(918)967-3325
",Head Start,(918) 207-1188,17210 S 569 Rd,Tahlequah,OK,74464-1812,74464,1812,OK,Cherokee County
407,Muldrow Head Start,"KI BOIS COMMUNITY ACTION FOUNDATION, INC
200 SE A St
Stigler, OK 74462-2418
(918)967-3325
",Head Start,(918) 427-3888,301 S Main St,Muldrow,OK,74948-4721,74948,4721,OK,Sequoyah County
408,Tahlequah West Head Start,"KI BOIS COMMUNITY ACTION FOUNDATION, INC
200 SE A St
Stigler, OK 74462-2418
(918)967-3325
",Head Start,(918) 456-5050,17200 N Bryant Rd,Tahlequah,OK,74464-1393,74464,1393,OK,Cherokee County
409,Westville Head Start,"KI BOIS COMMUNITY ACTION FOUNDATION, INC
200 SE A St
Stigler, OK 74462-2418
(918)967-3325
",Head Start,(918) 723-3900,Buffington Rd,Westville,OK,74965,74965,,OK,Adair County
410,Woodall Head Start,"KI BOIS COMMUNITY ACTION FOUNDATION, INC
200 SE A St
Stigler, OK 74462-2418
(918)967-3325
",Head Start,(918) 207-0621,14090 W 835 Rd,Tahlequah,OK,74464-1415,74464,1415,OK,Cherokee County
411,Marble City Head Start,"KI BOIS COMMUNITY ACTION FOUNDATION, INC
200 SE A St
Stigler, OK 74462-2418
(918)967-3325
",Head Start,(918) 235-0833,95266 S 4610,Marble City,OK,74645,74645,,,
412,Grandview Head Start,"KI BOIS COMMUNITY ACTION FOUNDATION, INC
200 SE A St
Stigler, OK 74462-2418
(918)967-3325
",Head Start,(918) 207-0705,15481 N Jarvis Rd,Tahlequah,OK,74464-0233,74464,0233,OK,Cherokee County
413,Ryal,"KI BOIS COMMUNITY ACTION FOUNDATION, INC
200 SE A St
Stigler, OK 74462-2418
(918)967-3325
",Head Start,(918) 650-9471,115035 S 39360 Rd,Henryetta,OK,74437,74437,,OK,Okmulgee County
414,Briarglen,"Community Action Project of Tulsa County (CAP)
4606 S Garnett Rd Ste 100
Tulsa, OK 74146-5216
(918)382-3200
",Head Start,(918) 938-6600,3303 S 121st East Ave,Tulsa,OK,74146-2227,74146,2227,OK,Tulsa County
415,Briarglen,"Community Action Project of Tulsa County (CAP)
4606 S Garnett Rd Ste 100
Tulsa, OK 74146-5216
(918)382-3200
",Early Head Start,(918) 938-6600,3303 S 121st East Ave,Tulsa,OK,74146-2227,74146,2227,OK,Tulsa County
416,Educare Oklahoma City,"SUNBEAM FAMILY SERVICES, INC.
1100 NW 14th St
Oklahoma City, OK 73106-4450
(405)528-7721
",Early Head Start,(405) 605-8232,500 SE Grand Blvd,Oklahoma City,OK,73129-4948,73129,4948,OK,Oklahoma County
417,Noble Head Start/Early Head Start,"Crossroads Youth & Family Services, Inc.
Crossroads Early Head Start
1333 West Main Street
Norman, OK 73069-6864
(405)292-6440 - 340
",Early Head Start,(405) 872-1713,204 N Main St,Noble,OK,73068-9350,73068,9350,OK,Cleveland County
418,Union Street Head Start/Early Head Start,"Crossroads Youth & Family Services, Inc.
Crossroads Early Head Start
1333 West Main Street
Norman, OK 73069-6864
(405)292-6440 - 340
",Early Head Start,(405) 214-4323,501 N Union Ave,Shawnee,OK,74801-7057,74801,7057,OK,Pottawatomie County
419,Beginnings Academy,"Crossroads Youth & Family Services, Inc.
Crossroads Early Head Start
1333 West Main Street
Norman, OK 73069-6864
(405)292-6440 - 340
",Early Head Start,(580) 354-9865,501 NW Woodridge Dr,Lawton,OK,73507-2265,73507,2265,OK,Comanche County
420,Cherokee Elementary,"Green Country Behavioral Health Services, Inc.
619 N Main St
Muskogee, OK 74401-4431
(918)687-6611
",Head Start,(918) 684-3890,2400 Estelle Ave,Muskogee,OK,74401-5657,74401,5657,OK,Muskogee County
421,Grant Foreman Elementary,"Green Country Behavioral Health Services, Inc.
619 N Main St
Muskogee, OK 74401-4431
(918)687-6611
",Head Start,(918) 684-3860,800 S Bacone St,Muskogee,OK,74403-7505,74403,7505,OK,Muskogee County
422,Little Okie Academy,"Green Country Behavioral Health Services, Inc.
619 N Main St
Muskogee, OK 74401-4431
(918)687-6611
",Early Head Start,,1313 N Main St,Muskogee,OK,74401-4445,74401,4445,OK,Muskogee County
423,Drumright Head Start Child Development Center,"United Community Action Program, Inc.
501 6th St
Pawnee, OK 74058-2542
(918)762-2561 - 164
",Head Start,(918) 729-0903,301 E Stiner St,Drumright,OK,74030-2243,74030,2243,OK,Creek County
424,Frederick Head Start,"COMMUNITY ACTION DEVELOPMENT CORPORATION
400 N Randlett St
Hobart, OK 73651-1636
(580)726-3343
",Early Head Start,(580) 335-5644,521 E Gladstone Ave,Frederick,OK,73542-4437,73542,4437,OK,Tillman County
425,Hobart Head Start,"COMMUNITY ACTION DEVELOPMENT CORPORATION
400 N Randlett St
Hobart, OK 73651-1636
(580)726-3343
",Early Head Start,(580) 726-3648,400B N Randlett St,Hobart,OK,73651-1636,73651,1636,OK,Kiowa County
426,Yellow Earth Learning center,"Central Tribes of the Shawnee Area, Inc.
1535 N Mckinley Ave
Shawnee, OK 74801-5200
(405)273-4415
",American Indian and Alaska Native Head Start,(405) 915-8906,930085 S 3562 Rd,Stroud,OK,74079,74079,,OK,Lincoln County
427,Allen Head Start (Public School),"Big Five Community Services, Inc.
1502 N 1st Ave
Durant, OK 74701-2814
(580)924-5331
",Head Start,(580) 857-2419,105 N Denver,Allen,OK,74825,74825,,OK,Pontotoc County
428,Childcare Network,"CMTY ACTION AGCY OF OK CY & CTY & OK/CANADIAN CTYS INC
319 SW 25th St
Oklahoma City, OK 73109-5921
(405)232-0199 - 4103
",Head Start,(405) 634-2083,1050 SW 36th Street,Oklahoma City,OK,73109-2923,73109,2923,OK,Oklahoma County
429,North Highland Elementary,"CMTY ACTION AGCY OF OK CY & CTY & OK/CANADIAN CTYS INC
319 SW 25th St
Oklahoma City, OK 73109-5921
(405)232-0199 - 4103
",Head Start,(405) 587-6250,8400 N Robinson Ave,Oklahoma City,OK,73114-3325,73114,3325,OK,Oklahoma County
430,Spencer Elementary,"CMTY ACTION AGCY OF OK CY & CTY & OK/CANADIAN CTYS INC
319 SW 25th St
Oklahoma City, OK 73109-5921
(405)232-0199 - 4103
",Head Start,(405) 587-8600,8900 NE 50th St,Spencer,OK,73084-1411,73084,1411,OK,Oklahoma County
431,Thelma Parks Elementary,"CMTY ACTION AGCY OF OK CY & CTY & OK/CANADIAN CTYS INC
319 SW 25th St
Oklahoma City, OK 73109-5921
(405)232-0199 - 4103
",Head Start,(405) 587-4400,1501 NE 30th St,Oklahoma City,OK,73111-4101,73111,4101,OK,Oklahoma County
432,TISHOMINGO HEAD START,"INCA COMMUNITY SERVICES, INC
202 S Capital Ave
Tishomingo, OK 73460-1605
(580)371-2352 - 258
",Early Head Start,(580) 371-3680,304 W 7th St,Tishomingo,OK,73460-1209,73460,1209,OK,Johnston County
433,Sulphur HEAD START,"INCA COMMUNITY SERVICES, INC
202 S Capital Ave
Tishomingo, OK 73460-1605
(580)371-2352 - 258
",Early Head Start,(580) 622-5206,1220 W 9th St,Sulphur,OK,73086-3612,73086,3612,OK,Murray County
434,Southwest Child Development Center,"SUNBEAM FAMILY SERVICES INC
1100 NW 14th St
Oklahoma City, OK 73106-4450
(405)528-7721
",Early Head Start,(405) 631-1466,830 SW 31st St,Oklahoma City,OK,73109-2419,73109,2419,OK,Oklahoma County
435,Little Hearts Learning Center,"SUNBEAM FAMILY SERVICES INC
1100 NW 14th St
Oklahoma City, OK 73106-4450
(405)528-7721
",Early Head Start,(405) 879-4266,913 NW 92nd St,Oklahoma City,OK,73114-2703,73114,2703,OK,Oklahoma County
436,"U.S Grant High School, OKCPS, Little Generals Child Care Center","SUNBEAM FAMILY SERVICES INC
1100 NW 14th St
Oklahoma City, OK 73106-4450
(405)528-7721
",Early Head Start,(405) 774-3727,5016 S Pennsylvania Ave,Oklahoma City,OK,73119-4932,73119,4932,OK,Oklahoma County
